no	name	kind	entries	growth rate	rareness	attacks learned	hp	atkk	def	speed	spattk	spdef	base exp	breeding compa	egg moves	gender	happiness	steps to hatch	wild items	effort points	abilities	types	tmshms
144	ARTICUNO	Freeze Pokémon	A legendary Pokémon that is said to live in thunderclouds. It freely controls lightning bolts.	"Slow (max: 1,250,000 EXP)"	3	"  1, 16,  1,181,  8, 54, 15,420, 22,170, 29,246, 36, 97, 43, 58, 50,115, 57,355, 64,366, 71, 59, 78,329, 85,258"	90	85	100	85	95	125	215	"15,15"		Genderless	35	20480	","	"0,0,0,0,0,3"	Pressure	ICE/FLYING	    03  050607    1011  131415  1718    21          27        3233      37    40  424344    47      51            58                  68      72                  8283      87888990      H2    H5H6    
145	ZAPDOS	Electric Pokémon	One of the legendary bird Pokémon. It is said that its appearance indicates the coming of spring.	"Slow (max: 1,250,000 EXP)"	3	"  1, 64,  1, 84,  8, 86, 15,197, 22,365, 29,246, 36,268, 43, 97, 50,435, 57,355, 64,113, 71, 65, 78, 87, 85,240"	90	90	85	100	125	90	216	"15,15"		Genderless	35	20480	","	"0,0,0,0,3,0"	Pressure	ELECTRIC/FLYING	        0506      1011      15161718    21    2425  27        32  34    37    40  424344    47      51          5758                  68  70    73                8283      87888990      H2    H5H6    
146	MOLTRES	Flame Pokémon	It is called the “Mirage Pokémon” because so few have seen it. Its shed skin has been found.	"Slow (max: 1,250,000 EXP)"	3	"  1, 17,  1, 52,  8, 83, 15, 97, 22,203, 29,246, 36, 53, 43,219, 50,403, 57,355, 64,257, 71, 76, 78,143, 85,241"	90	100	90	90	125	85	217	"15,15"		Genderless	35	20480	","	"0,0,0,0,3,0"	Pressure	FIRE/FLYING	        0506      1011      15  1718  202122        27        32    35  3738  40  424344    47    5051            58    61            68                          8283      87888990      H2    H5H6    
147	DRATINI	Dragon Pokémon	"If its body takes on an aura, the weather changes instantly. It is said to live in seas and lakes."	"Slow (max: 1,250,000 EXP)"	45	"  1, 35,  1, 43,  5, 86, 11,239, 15, 82, 21, 21, 25, 97, 31,401, 35,407, 41,219, 45,349, 51,200, 55, 63"	41	64	45	50	50	50	67	"2,14"	"113, 54, 114, 48, 225, 349, 407"	"50% female, 50% male"	35	10240	","	"0,1,0,0,0,0"	Shed Skin	DRAGON	    03    0607    1011  131415  1718  2021  232425  27        32  3435    38      42434445                        5859                          73        78      8283      87    90        H3      H7  
148	DRAGONAIR	Dragon Pokémon	It is said to make its home somewhere in the sea. It guides crews of shipwrecks to shore.	"Slow (max: 1,250,000 EXP)"	45	"  1, 35,  1, 43,  1, 86,  1,239,  5, 86, 11,239, 15, 82, 21, 21, 25, 97, 33,401, 39,407, 47,219, 53,349, 61,200, 67, 63"	61	84	65	70	70	70	144	"2,14"		"50% female, 50% male"	35	10240	","	"0,2,0,0,0,0"	Shed Skin	DRAGON	    03    0607    1011  131415  1718  2021  232425  27        32  3435    38      42434445                        5859                          73        78      8283      87    90        H3      H7  
149	DRAGONITE	Dragon Pokémon	A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.	"Slow (max: 1,250,000 EXP)"	45	"  1,  7,  1,  9,  1,355,  1, 35,  1, 43,  1, 86,  1,239,  5, 86, 11,239, 15, 82, 21, 21, 25, 97, 33,401, 39,407, 47,219, 53,349, 55, 17, 64,200, 73, 63"	91	134	95	80	100	100	218	"2,14"		"50% female, 50% male"	35	10240	","	"0,3,0,0,0,0"	Inner Focus	DRAGON/FLYING	010203  050607    1011  131415  1718  2021  2324252627      3132  3435  37383940  42434445  47      5152      56  5859                68    71  73        78  80  8283      87    90    H1H2H3H4H5H6H7  
150	MEWTWO	Genetic Pokémon	"Because it can use all kinds of moves, many scientists believe MEW to be the ancestor of Pokémon."	"Slow (max: 1,250,000 EXP)"	3	"  1, 93,  1, 50,  8,112, 15,129, 22,248, 29,244, 36,357, 43, 54, 50,427, 57,133, 64,384, 64,385, 71, 94, 79,382, 86,105, 93,219,100,396"	106	110	90	130	154	90	220	"15,15"		Genderless	0	30720	","	"0,0,0,0,3,0"	Pressure	PSYCHIC	01  0304  060708  101112131415161718  2021222324252627  29303132333435  3738394041424344      4849    5253    565758  6061  63      6768  70717273      77    80  828384858687    90  92      H4  H6  H8
151	MEW	New Species Pokémon	It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.	"Parabolic (max: 1,059,860 EXP)"	45	"  1,  1,  1,144, 10,  5, 20,118, 30, 94, 40,112, 50,246, 60,133, 70,382, 80,226, 90,417,100,396"	100	100	100	100	100	100	64	"15,15"		Genderless	100	30720	"SACRED ASH,"	"3,0,0,0,0,0"	Synchronize	PSYCHIC	0102030405060708091011121314151617181920212223242526272829303132333435363738394041424344454647484950515253545556575859606162636465666768697071727374757677787980818283848586878889909192H1H2H3H4H5H6H7H8
152	CHIKORITA	Leaf Pokémon	The buds that ring its neck give off a spicy aroma that perks people up.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 45,  6, 75,  9, 77, 12,235, 17,115, 20,345, 23,363, 28,230, 31,113, 34, 34, 39,219, 42,312, 45, 76"	45	49	65	45	49	65	64	"1,7"	"22, 73, 68, 246, 175, 267, 275, 320, 437, 312, 378"	"12.5% female, 87.5% male"	70	5120	","	"0,0,0,0,0,1"	Overgrow	GRASS	          06    091011        1617  1920212223      27        3233                42434445              53        58                      70        75    78      8283    8687    90    H1              
153	BAYLEEF	Leaf Pokémon	Its breath has the fantastic ability to revive dead plants and flowers.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 45,  1, 75,  1, 77,  6, 75,  9, 77, 12,235, 18,115, 22,345, 26,363, 32,230, 36,113, 40, 34, 46,219, 50,312, 54, 76"	60	62	80	60	63	80	141	"1,7"		"12.5% female, 87.5% male"	70	5120	","	"0,0,1,0,0,1"	Overgrow	GRASS	          06    091011        1617  1920212223      27        3233                42434445              53        58                      70        75    78      8283    8687    90    H1    H4  H6    
154	MEGANIUM	Herb Pokémon	"It has a timid nature. If it is startled, the flames on its back burn more vigorously."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 45,  1, 75,  1, 77,  6, 75,  9, 77, 12,235, 18,115, 22,345, 26,363, 32, 80, 34,230, 40,113, 46, 34, 54,219, 60,312, 66, 76"	80	82	100	80	83	100	208	"1,7"		"12.5% female, 87.5% male"	70	5120	","	"0,0,1,0,0,2"	Overgrow	GRASS	          06    091011      151617  1920212223    2627        3233                42434445              53        58                  68  70        75    78      8283    8687    90    H1    H4  H6  H8
155	CYNDAQUIL	Fire Mouse Pokémon	It intimidates foes with the heat of its flames. The fire burns more strongly when it readies to fight.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 43,  4,108, 10, 52, 13, 98, 19,172, 22,111, 28,129, 31,436, 37, 53, 40,205, 46, 38, 49,284"	39	52	43	65	60	50	65	"5,5"	"154, 98, 179, 37, 193, 343, 336, 306, 38, 24, 394"	"12.5% female, 87.5% male"	70	5120	","	"0,0,0,1,0,0"	Blaze	FIRE	          06      1011          17      21          2728      32    35    38  40  42434445        50              58    61                                78      8283      87    90    H1              
156	QUILAVA	Volcano Pokémon	It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 43,  1,108,  4,108, 10, 52, 13, 98, 20,172, 24,111, 31,129, 35,436, 42, 53, 46,205, 53, 38, 57,284"	58	64	58	80	80	65	142	"5,5"		"12.5% female, 87.5% male"	70	5120	","	"0,0,0,1,1,0"	Blaze	FIRE	01      0506      1011          17      21          2728    3132    35    38  40  42434445        50              58    61                                78      8283      87    90    H1    H4  H6    
157	TYPHLOSION	Volcano Pokémon	It has the habit of biting anything with its developed jaws. Even its Trainer needs to be careful.	"Parabolic (max: 1,059,860 EXP)"	45	"  1,360,  1, 33,  1, 43,  1,108,  1, 52,  4,108, 10, 52, 13, 98, 20,172, 24,111, 31,129, 35,436, 42, 53, 46,205, 53, 38, 57,284"	78	84	78	100	109	85	209	"5,5"		"12.5% female, 87.5% male"	70	5120	","	"0,0,0,0,3,0"	Blaze	FIRE	01      0506      1011      15  17      2122      262728    3132    35    383940  42434445        50  52      56  58    61      65    68          74      78  80  8283      87    90    H1    H4  H6  H8
158	TOTODILE	Big Jaw Pokémon	"Once it bites down, it won’t let go until it loses its fangs. New fangs quickly grow into place."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 10,  1, 43,  6, 55,  8, 99, 13, 44, 15,184, 20,423, 22, 37, 27,242, 29,163, 34,103, 36,401, 41,276, 43, 56"	50	65	64	43	44	48	66	"1,2"	"242, 37, 56, 246, 157, 300, 346, 337, 8, 232, 349"	"12.5% female, 87.5% male"	70	5120	","	"0,1,0,0,0,0"	Torrent	WATER	01  03    0607    10    1314    1718    21  23      2728    3132            3940  42434445                    56  58            65                  75    78  80  8283      87    90    H1  H3      H7  
159	CROCONAW	Big Jaw Pokémon	"It usually moves slowly, but it goes at blinding speed when it attacks and bites prey."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 10,  1, 43,  1, 55,  6, 55,  8, 99, 13, 44, 15,184, 21,423, 24, 37, 30,242, 33,163, 39,103, 42,401, 48,276, 51, 56"	65	80	80	58	59	63	143	"1,2"		"12.5% female, 87.5% male"	70	5120	","	"0,1,1,0,0,0"	Torrent	WATER	01  03  050607    10    1314    1718    21  23      2728    3132            3940  42434445                    56  58            65                  75    78  80  8283      87    90    H1  H3H4  H6H7  
160	FERALIGATR	Big Jaw Pokémon	It has a very nervous nature. It stands up high on its tail so it can scan wide areas.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 10,  1, 43,  1, 55,  1, 99,  6, 55,  8, 99, 13, 44, 15,184, 21,423, 24, 37, 30, 97, 32,242, 37,163, 45,103, 50,401, 58,276, 63, 56"	85	105	100	78	79	83	210	"1,2"		"12.5% female, 87.5% male"	70	5120	","	"0,2,1,0,0,0"	Torrent	WATER	010203  050607    10    131415  1718    21  23    262728    3132            3940  42434445            52      56  5859          65    68      72    75    78  80  8283      87    90    H1  H3H4  H6H7H8
161	SENTRET	Scout Pokémon	The mother puts its offspring to sleep by curling up around them. It corners foes with speed.	"Medium (max: 1,000,000 EXP)"	255	"  1, 10,  1,193,  4,111,  7, 98, 13,154, 16,270, 19,266, 25, 21, 28,156, 31,389, 36,133, 39,226, 42,382, 47,304"	35	46	34	20	35	45	57	"5,5"	"38, 228, 163, 116, 179, 164, 271, 274, 387, 204, 343"	"50% female, 50% male"	70	3840	","	"0,1,0,0,0,0"	"Run Away, Keen Eye"	NORMAL	01  03    06      1011  13      1718    21222324    2728  303132  3435            4243444546                  565758            65                        78      8283    8687  8990    H1  H3          
162	FURRET	Long Body Pokémon	"It always stands on one foot. Even when attacked, it does not brace itself using both feet."	"Medium (max: 1,000,000 EXP)"	90	"  1, 10,  1,193,  1,111,  1, 98,  4,111,  7, 98, 13,154, 17,270, 21,266, 28, 21, 32,156, 36,389, 42,133, 46,226, 50,382, 56,304"	85	76	64	90	45	55	116	"5,5"		"50% female, 50% male"	70	3840	"TERU-SAMA,"	"0,0,0,2,0,0"	"Run Away, Keen Eye"	NORMAL	01  03    06      1011  131415  1718    2122232425  2728  303132  3435            4243444546          52      565758            65    68                  78      8283    8687  8990    H1  H3H4  H6    
163	HOOTHOOT	Owl Pokémon	Its eyes are special. They can pick out objects as long as there is the tiniest amount of light.	"Medium (max: 1,000,000 EXP)"	255	"  1, 33,  1, 45,  5,193,  9, 95, 13, 64, 17,115, 21, 93, 25, 36, 29,403, 33,428, 37,326, 41,375, 45,355, 49,138"	60	30	30	50	36	56	58	"4,4"	"119, 48, 185, 17, 18, 143, 297, 97, 101"	"50% female, 50% male"	70	3840	","	"1,0,0,0,0,0"	"Insomnia, Keen Eye"	NORMAL/FLYING	          06      1011          1718    21          27  2930  3233            40  424344454647      51            58      62        67                  7778      8283  85  8788  90      H2    H5      
164	NOCTOWL	Owl Pokémon	"It is so timid, it can’t move if it isn’t with a swarm of others. It conveys its feelings with scent."	"Medium (max: 1,000,000 EXP)"	90	"  1,143,  1, 33,  1, 45,  1,193,  1, 95,  5,193,  9, 95, 13, 64, 17,115, 22, 93, 27, 36, 32,403, 37,428, 42,326, 47,375, 52,355, 57,138"	100	50	50	70	76	96	162	"4,4"		"50% female, 50% male"	70	3840	","	"2,0,0,0,0,0"	"Insomnia, Keen Eye"	NORMAL/FLYING	          06      1011      15  1718    21          27  2930  3233            40  424344454647      51            58      62        6768                7778      8283  85  8788  90      H2    H5      
165	LEDYBA	Five Star Pokémon	"It uses starlight as energy. When more stars appear at night, the patterns on its back grow larger."	"Fast (max: 800,000 EXP)"	255	"  1, 33,  6, 48,  9,  4, 14,113, 14,115, 14,219, 17,183, 22,226, 25,318, 30, 97, 33,129, 38, 38, 41,405"	40	20	30	55	40	80	54	"3,3"	"60, 117, 318, 405, 103, 227, 282, 450"	"50% female, 50% male"	70	3840	","	"0,0,0,0,0,1"	"Swarm, Early Bird"	BUG/FLYING	01        06      1011        1617  19202122        2728    313233            40  4243444546        51        56  58  60  62              70        75    78      8283      87  8990                    
166	LEDIAN	Five Star Pokémon	It sets a trap by spinning a web with thin but strong silk. It waits motionlessly for prey to arrive.	"Fast (max: 800,000 EXP)"	90	"  1, 33,  1, 48,  1,  4,  6, 48,  9,  4, 14,113, 14,115, 14,219, 17,183, 24,226, 29,318, 36, 97, 41,129, 48, 38, 53,405"	55	35	50	85	55	110	134	"3,3"		"50% female, 50% male"	70	3840	","	"0,0,0,0,0,2"	"Swarm, Early Bird"	BUG/FLYING	01        06      1011      151617  19202122        2728    313233            40  4243444546        5152      56  58  60  62          68  70        75    78      8283      87  8990          H4  H6    
167	SPINARAK	String Spit Pokémon	"It attaches silk to its prey and sets it free. Later, it tracks the silk to the prey and its friends."	"Fast (max: 800,000 EXP)"	255	"  1, 40,  1, 81,  5,184,  8,132, 12,141, 15,101, 19,425, 22,154, 26,389, 29,169, 33, 97, 36, 42, 40, 94, 43,398"	40	60	40	30	40	40	54	"3,3"	"60, 50, 49, 226, 228, 324, 390, 398"	"50% female, 50% male"	70	3840	","	"0,1,0,0,0,0"	"Swarm, Insomnia"	BUG/POISON	          06      1011          17  19  2122        272829    32      36          4243444546                      58                      70              78      828384    87    90                    
168	ARIADOS	Long Leg Pokémon	Having four wings enables it to fly faster and more quietly. It turns active when the night comes.	"Fast (max: 800,000 EXP)"	90	"  1,450,  1, 40,  1, 81,  1,184,  1,132,  5,184,  8,132, 12,141, 15,101, 19,425, 23,154, 28,389, 32,169, 37, 97, 41, 42, 46, 94, 50,398"	70	90	70	40	60	60	134	"3,3"		"50% female, 50% male"	70	3840	","	"0,2,0,0,0,0"	"Swarm, Insomnia"	BUG/POISON	          06      1011      15  17  19  2122        272829    32      36          4243444546                      58                  68  70              78      828384    87    90                    
169	CROBAT	Bat Pokémon	It discharges positive and negative electricity from its antenna tips to shock its foes.	"Medium (max: 1,000,000 EXP)"	90	"  1,440,  1,103,  1,141,  1, 48,  1,310,  5, 48,  9,310, 13, 44, 17, 17, 21,109, 27,314, 33,212, 39,305, 45,114, 51,403"	85	90	80	130	70	80	204	"4,4"		"50% female, 50% male"	70	3840	","	"0,0,0,3,0,0"	Inner Focus	POISON/FLYING	          06      101112    15  171819  21          27    30  32      36      4041424344454647  49  51            58              66  68                  7879  818283      87888990      H2    H5      
170	CHINCHOU	Angler Pokémon	LANTURN’s light can shine up from great depths. It is nicknamed “The Deep-Sea Star.”	"Slow (max: 1,250,000 EXP)"	190	"  1,145,  1, 48,  6, 86,  9,175, 12, 55, 17,109, 20,209, 23, 36, 28, 61, 31,324, 34,435, 39,392, 42, 56, 45,268"	75	38	38	67	56	56	90	"12,12"	"175, 103, 133, 60, 250, 97, 54"	"50% female, 50% male"	70	5120	","	"1,0,0,0,0,0"	"Volt Absorb, Illuminate"	WATER/ELECTRIC	    03    0607    10    1314    1718    21    2425  27        32  34              42434445                  55  5758                      70    73        78      8283      87    90        H3      H7  
171	LANTURN	Light Pokémon	The electric pouches on its cheeks are still small. They cannot store much electricity yet.	"Slow (max: 1,250,000 EXP)"	75	"  1,145,  1, 48,  1, 86,  6, 86,  9,175, 12, 55, 17,109, 20,209, 23, 36, 27,254, 27,256, 27,255, 30, 61, 35,324, 40,435, 47,392, 52, 56, 57,268"	125	58	58	67	76	76	156	"12,12"		"50% female, 50% male"	70	5120	","	"2,0,0,0,0,0"	"Volt Absorb, Illuminate"	WATER/ELECTRIC	    03    0607    10    131415  1718    21    2425  27        32  34              42434445                  55  5758                  68  70    73        78      8283      87    90        H3      H7  
172	PICHU	Tiny Mouse Pokémon	Its silhouette is like a star. It is believed to arrive riding on shooting stars.	"Medium (max: 1,000,000 EXP)"	190	"  1, 84,  1,204,  5, 39, 10, 86, 13,186, 18,417"	20	40	15	60	35	35	42	"15,15"	"179, 117, 217, 227, 3, 273, 268, 252, 9, 321"	"50% female, 50% male"	70	2560	","	"0,0,0,1,0,0"	Static	ELECTRIC	          06      10          161718    21  232425  27        32  34              42434445                    565758                      70    73        78      8283    8687    90                    
